source,query,location_name,review_text,review_author,location_rating,location_address,url
Google Maps,cafes in Delhi,AMA Cafe | Majnu Ka Tilla,This place used to be a Go to no brainer kind of choice and the Food was amazing. Although the food is still quite tasty the service is going through the drain. The popularity this place held has made the staff somewhat secure in their jobs …,Harsh Sharma,4.5,"House no. 6, 1st Floor, New Aruna Colony, Majnu-ka-tilla, New Aruna Nagar, New Delhi, Delhi, 110054",https://www.google.com/maps/place/AMA+Cafe+%7C+Majnu+Ka+Tilla/data=!4m7!3m6!1s0x390cfdc56ff9ff1b:0x95b9aa88b9ef0eb3!8m2!3d28.7026021!4d77.2283847!16s%2Fg%2F11b7rk6tc_!19sChIJG__5b8X9DDkRsw7vuYiquZU?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,AMA Cafe | Majnu Ka Tilla,"Absolutely loved my experience at AMA Café! I tried their sandwich, and honestly, it’s one of the best I’ve ever had — fresh ingredients, perfectly toasted, and packed with flavor. The portion size was generous, and the pricing felt totally …",Sanjay Kumar S,4.5,"House no. 6, 1st Floor, New Aruna Colony, Majnu-ka-tilla, New Aruna Nagar, New Delhi, Delhi, 110054",https://www.google.com/maps/place/AMA+Cafe+%7C+Majnu+Ka+Tilla/data=!4m7!3m6!1s0x390cfdc56ff9ff1b:0x95b9aa88b9ef0eb3!8m2!3d28.7026021!4d77.2283847!16s%2Fg%2F11b7rk6tc_!19sChIJG__5b8X9DDkRsw7vuYiquZU?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,AMA Cafe | Majnu Ka Tilla,"I’ve been to this café many times, and it’s safe to say — it’s one of our absolute favorites! The food is consistently amazing. I love their pizza, pasta, and sandwiches — everything tastes fresh, flavorful, and made with care. …",Shivani Anand,4.5,"House no. 6, 1st Floor, New Aruna Colony, Majnu-ka-tilla, New Aruna Nagar, New Delhi, Delhi, 110054",https://www.google.com/maps/place/AMA+Cafe+%7C+Majnu+Ka+Tilla/data=!4m7!3m6!1s0x390cfdc56ff9ff1b:0x95b9aa88b9ef0eb3!8m2!3d28.7026021!4d77.2283847!16s%2Fg%2F11b7rk6tc_!19sChIJG__5b8X9DDkRsw7vuYiquZU?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,AMA Cafe | Majnu Ka Tilla,"The cafe was incredibly cozy and beautiful! You can't just walk in and sit down - you need to arrive about half an hour early to book a spot, and then they'll call you when it's ready. I ordered their boba tea and red velvet cake, and the …",Phurbu Dolma Khangsar,4.5,"House no. 6, 1st Floor, New Aruna Colony, Majnu-ka-tilla, New Aruna Nagar, New Delhi, Delhi, 110054",https://www.google.com/maps/place/AMA+Cafe+%7C+Majnu+Ka+Tilla/data=!4m7!3m6!1s0x390cfdc56ff9ff1b:0x95b9aa88b9ef0eb3!8m2!3d28.7026021!4d77.2283847!16s%2Fg%2F11b7rk6tc_!19sChIJG__5b8X9DDkRsw7vuYiquZU?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,AMA Cafe | Majnu Ka Tilla,"AMA is a gem honestly. Perfect place for dates.
I found this place few years ago and I’ve been a constant at their cafe since then. …",le vishal,4.5,"House no. 6, 1st Floor, New Aruna Colony, Majnu-ka-tilla, New Aruna Nagar, New Delhi, Delhi, 110054",https://www.google.com/maps/place/AMA+Cafe+%7C+Majnu+Ka+Tilla/data=!4m7!3m6!1s0x390cfdc56ff9ff1b:0x95b9aa88b9ef0eb3!8m2!3d28.7026021!4d77.2283847!16s%2Fg%2F11b7rk6tc_!19sChIJG__5b8X9DDkRsw7vuYiquZU?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,AMA Cafe | Majnu Ka Tilla,"Probably the best brunch spot in Delhi. Good selection of classic brunch options. Pancakes and french toasts are good, keep in mind - really sweet. Salads are good too. Baked goods can sometimes taste stale but oatmeal cookie is underrated …",Urtė Lekešytė,4.5,"House no. 6, 1st Floor, New Aruna Colony, Majnu-ka-tilla, New Aruna Nagar, New Delhi, Delhi, 110054",https://www.google.com/maps/place/AMA+Cafe+%7C+Majnu+Ka+Tilla/data=!4m7!3m6!1s0x390cfdc56ff9ff1b:0x95b9aa88b9ef0eb3!8m2!3d28.7026021!4d77.2283847!16s%2Fg%2F11b7rk6tc_!19sChIJG__5b8X9DDkRsw7vuYiquZU?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,AMA Cafe | Majnu Ka Tilla,"Ama Café is a fantastic spot for an early morning breakfast, opening as early as 7:30 AM. We visited around 8:30 AM and were delighted with the experience. …",Raj,4.5,"House no. 6, 1st Floor, New Aruna Colony, Majnu-ka-tilla, New Aruna Nagar, New Delhi, Delhi, 110054",https://www.google.com/maps/place/AMA+Cafe+%7C+Majnu+Ka+Tilla/data=!4m7!3m6!1s0x390cfdc56ff9ff1b:0x95b9aa88b9ef0eb3!8m2!3d28.7026021!4d77.2283847!16s%2Fg%2F11b7rk6tc_!19sChIJG__5b8X9DDkRsw7vuYiquZU?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,AMA Cafe | Majnu Ka Tilla,"Just straight phenomenal and extremely affordable for what they provide.

Food was excellent, staff are genuine and the atmosphere is amazing. We had the …",Cameron Hynd,4.5,"House no. 6, 1st Floor, New Aruna Colony, Majnu-ka-tilla, New Aruna Nagar, New Delhi, Delhi, 110054",https://www.google.com/maps/place/AMA+Cafe+%7C+Majnu+Ka+Tilla/data=!4m7!3m6!1s0x390cfdc56ff9ff1b:0x95b9aa88b9ef0eb3!8m2!3d28.7026021!4d77.2283847!16s%2Fg%2F11b7rk6tc_!19sChIJG__5b8X9DDkRsw7vuYiquZU?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,AMA Cafe | Majnu Ka Tilla,"The food is fantastic, so is the ambience and the atmosphere. Great food portions. …",Christabelle,4.5,"House no. 6, 1st Floor, New Aruna Colony, Majnu-ka-tilla, New Aruna Nagar, New Delhi, Delhi, 110054",https://www.google.com/maps/place/AMA+Cafe+%7C+Majnu+Ka+Tilla/data=!4m7!3m6!1s0x390cfdc56ff9ff1b:0x95b9aa88b9ef0eb3!8m2!3d28.7026021!4d77.2283847!16s%2Fg%2F11b7rk6tc_!19sChIJG__5b8X9DDkRsw7vuYiquZU?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,AMA Cafe | Majnu Ka Tilla,"This has to be one of my favourite places for breakfast and if you have been here then you’ll already know why and if you haven’t, you must go and check it out. First of all hands on to the staff and what an amazing management system they …",Suchika Nagpal,4.5,"House no. 6, 1st Floor, New Aruna Colony, Majnu-ka-tilla, New Aruna Nagar, New Delhi, Delhi, 110054",https://www.google.com/maps/place/AMA+Cafe+%7C+Majnu+Ka+Tilla/data=!4m7!3m6!1s0x390cfdc56ff9ff1b:0x95b9aa88b9ef0eb3!8m2!3d28.7026021!4d77.2283847!16s%2Fg%2F11b7rk6tc_!19sChIJG__5b8X9DDkRsw7vuYiquZU?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,Cafe Wink,"We had a great experience at Cafe Wink! The ambience was really lovely, very calm and peaceful, along with good slow music, perfect for a date night.
The food was super tasty, special mention - Pinacolada, wow so refreshing!
You have plenty of parking space as well, overall a 5/5 from my side.",Vyshak Venugopal,4.4,"Sikka Galaxy, G-1, near Dav Public School, Shreshtha Vihar, Anand Vihar, New Delhi, Delhi, 110092",https://www.google.com/maps/place/Cafe+Wink/data=!4m7!3m6!1s0x390cfb1645555555:0x62ede78dbfd33ace!8m2!3d28.6574136!4d77.3171053!16s%2Fg%2F1hm6gghkj!19sChIJVVVVRRb7DDkRzjrTv43n7WI?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,Cafe Wink,"The food was of good quality; however, the service left much to be desired. We had to request glasses, which took five minutes to arrive. After finishing the appetizers, the plates were cleared to bring fresh ones. Unfortunately, when the …",Rohan Anil Paleri,4.4,"Sikka Galaxy, G-1, near Dav Public School, Shreshtha Vihar, Anand Vihar, New Delhi, Delhi, 110092",https://www.google.com/maps/place/Cafe+Wink/data=!4m7!3m6!1s0x390cfb1645555555:0x62ede78dbfd33ace!8m2!3d28.6574136!4d77.3171053!16s%2Fg%2F1hm6gghkj!19sChIJVVVVRRb7DDkRzjrTv43n7WI?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,Cafe Wink,First I want to appreciate their visible kitchen concept where you can see the kitchen from a big wall of glass that ensures that everything you order is being prepared with proper hygiene. …,Pranjal Shrivastava,4.4,"Sikka Galaxy, G-1, near Dav Public School, Shreshtha Vihar, Anand Vihar, New Delhi, Delhi, 110092",https://www.google.com/maps/place/Cafe+Wink/data=!4m7!3m6!1s0x390cfb1645555555:0x62ede78dbfd33ace!8m2!3d28.6574136!4d77.3171053!16s%2Fg%2F1hm6gghkj!19sChIJVVVVRRb7DDkRzjrTv43n7WI?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,Cafe Wink,"Cozy vibes, great food! Tried the Barbecue Pasta, Loaded Nachos, and probably the best Tiramisu I’ve had in a while. Loved the pastel interiors and chill atmosphere. Perfect for a relaxed hangout. Definitely coming back",Darpan Khurana,4.4,"Sikka Galaxy, G-1, near Dav Public School, Shreshtha Vihar, Anand Vihar, New Delhi, Delhi, 110092",https://www.google.com/maps/place/Cafe+Wink/data=!4m7!3m6!1s0x390cfb1645555555:0x62ede78dbfd33ace!8m2!3d28.6574136!4d77.3171053!16s%2Fg%2F1hm6gghkj!19sChIJVVVVRRb7DDkRzjrTv43n7WI?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,Cafe Wink,"Café Wink offers a cozy, aesthetic ambiance with vintage decor and floral touches, perfect for brunch or casual outings. The food is delicious and beautifully presented—especially the creamy white sauce pasta, cheesy lasagna, refreshing …",Mahima Rawat,4.4,"Sikka Galaxy, G-1, near Dav Public School, Shreshtha Vihar, Anand Vihar, New Delhi, Delhi, 110092",https://www.google.com/maps/place/Cafe+Wink/data=!4m7!3m6!1s0x390cfb1645555555:0x62ede78dbfd33ace!8m2!3d28.6574136!4d77.3171053!16s%2Fg%2F1hm6gghkj!19sChIJVVVVRRb7DDkRzjrTv43n7WI?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,Cafe Wink,It was a nice experience. I went with my wife and we ordered Veg Pizza and Lasagna with Kitkat Shake. The food was delicious and the service was also good. The serving qty was also sufficient for 2 people. 😋😋 …,Naman Jain,4.4,"Sikka Galaxy, G-1, near Dav Public School, Shreshtha Vihar, Anand Vihar, New Delhi, Delhi, 110092",https://www.google.com/maps/place/Cafe+Wink/data=!4m7!3m6!1s0x390cfb1645555555:0x62ede78dbfd33ace!8m2!3d28.6574136!4d77.3171053!16s%2Fg%2F1hm6gghkj!19sChIJVVVVRRb7DDkRzjrTv43n7WI?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,Cafe Wink,"Very cute little cozy cafe! It was in my list for 2 years and happened to visit! Heard a lot and worth visiting the cafe!
Ambience - 5/5 …",Karthik M Y,4.4,"Sikka Galaxy, G-1, near Dav Public School, Shreshtha Vihar, Anand Vihar, New Delhi, Delhi, 110092",https://www.google.com/maps/place/Cafe+Wink/data=!4m7!3m6!1s0x390cfb1645555555:0x62ede78dbfd33ace!8m2!3d28.6574136!4d77.3171053!16s%2Fg%2F1hm6gghkj!19sChIJVVVVRRb7DDkRzjrTv43n7WI?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,Cafe Wink,"Went there just before Christmas. Although it lives up to the hype for Christmas decoration, the food does not live up to its reputation. …",Divesh Gupta,4.4,"Sikka Galaxy, G-1, near Dav Public School, Shreshtha Vihar, Anand Vihar, New Delhi, Delhi, 110092",https://www.google.com/maps/place/Cafe+Wink/data=!4m7!3m6!1s0x390cfb1645555555:0x62ede78dbfd33ace!8m2!3d28.6574136!4d77.3171053!16s%2Fg%2F1hm6gghkj!19sChIJVVVVRRb7DDkRzjrTv43n7WI?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,Cafe Wink,Going downhill for sure. Saying this after being a regular customer since 3 yrs and eating avocado toast 10-15 times. …,Gunjeet Singh,4.4,"Sikka Galaxy, G-1, near Dav Public School, Shreshtha Vihar, Anand Vihar, New Delhi, Delhi, 110092",https://www.google.com/maps/place/Cafe+Wink/data=!4m7!3m6!1s0x390cfb1645555555:0x62ede78dbfd33ace!8m2!3d28.6574136!4d77.3171053!16s%2Fg%2F1hm6gghkj!19sChIJVVVVRRb7DDkRzjrTv43n7WI?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,Cafe Wink,"Been going here since the time it was opened. Love that they have everything at breakfast time.
Must try their basil pesto flatbread, corn cutlet …",Richa Gupta Todi,4.4,"Sikka Galaxy, G-1, near Dav Public School, Shreshtha Vihar, Anand Vihar, New Delhi, Delhi, 110092",https://www.google.com/maps/place/Cafe+Wink/data=!4m7!3m6!1s0x390cfb1645555555:0x62ede78dbfd33ace!8m2!3d28.6574136!4d77.3171053!16s%2Fg%2F1hm6gghkj!19sChIJVVVVRRb7DDkRzjrTv43n7WI?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,United Coffee House,"I recently visited United Coffee House, and it truly lives up to its legacy. The ambiance is elegant and takes you back in time with its vintage decor. The staff was courteous and attentive throughout the meal. I tried their signature …",Mujeeb ur rahman,4.2,"Inner Cir, E-15, Block E, Connaught Place, New Delhi, Delhi 110001",https://www.google.com/maps/place/United+Coffee+House/data=!4m7!3m6!1s0x390cfd371dc27e85:0x485ece2292ffa9f3!8m2!3d28.632377!4d77.2213847!16s%2Fg%2F1v6qf_r_!19sChIJhX7CHTf9DDkR86n_kiLOXkg?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,United Coffee House,"I rarely dwell on pricing in reviews, but I feel compelled to share this experience. A 330ml Kingfisher Premium Pint priced at ₹880 (inclusive of taxes) at United Coffee House genuinely caught me off guard—especially when you realize that’s …",Manoj Madhavan,4.2,"Inner Cir, E-15, Block E, Connaught Place, New Delhi, Delhi 110001",https://www.google.com/maps/place/United+Coffee+House/data=!4m7!3m6!1s0x390cfd371dc27e85:0x485ece2292ffa9f3!8m2!3d28.632377!4d77.2213847!16s%2Fg%2F1v6qf_r_!19sChIJhX7CHTf9DDkR86n_kiLOXkg?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,United Coffee House,Hello 👋 How are you? I stopped here to start my day with a cappuccino coffee. I'm glad I did. It tasted great! The service was excellent and everyone had a nice uniform including the really cool security man outside. …,Jay BouncingPlaces (BOUNCINGPLACES),4.2,"Inner Cir, E-15, Block E, Connaught Place, New Delhi, Delhi 110001",https://www.google.com/maps/place/United+Coffee+House/data=!4m7!3m6!1s0x390cfd371dc27e85:0x485ece2292ffa9f3!8m2!3d28.632377!4d77.2213847!16s%2Fg%2F1v6qf_r_!19sChIJhX7CHTf9DDkR86n_kiLOXkg?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,United Coffee House,"The place and food presentation, service is stunning as always.. for some reason this recent visit unfortunately, not all the food was great..
- The Lal Maas dish, didn’t pack the oomph and punch expected! …",Manohar Garikapati,4.2,"Inner Cir, E-15, Block E, Connaught Place, New Delhi, Delhi 110001",https://www.google.com/maps/place/United+Coffee+House/data=!4m7!3m6!1s0x390cfd371dc27e85:0x485ece2292ffa9f3!8m2!3d28.632377!4d77.2213847!16s%2Fg%2F1v6qf_r_!19sChIJhX7CHTf9DDkR86n_kiLOXkg?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,United Coffee House,"Dining at United Coffee House is nothing short of a time-travel experience. The vintage charm, regal interiors, and classic ambiance instantly transport you to an era gone by. I was there and  reminiscing about the old Connaught Place days, …",Nanda Kumar Parthasarathy,4.2,"Inner Cir, E-15, Block E, Connaught Place, New Delhi, Delhi 110001",https://www.google.com/maps/place/United+Coffee+House/data=!4m7!3m6!1s0x390cfd371dc27e85:0x485ece2292ffa9f3!8m2!3d28.632377!4d77.2213847!16s%2Fg%2F1v6qf_r_!19sChIJhX7CHTf9DDkR86n_kiLOXkg?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,United Coffee House,"United coffee house is my absolute favourite place in Delhi. Whether we’ll talk about Food, service or atmosphere.
Loved their food specially garlic naan, and their iconic paneer ki sabji can’t …",Khushbu Kumari,4.2,"Inner Cir, E-15, Block E, Connaught Place, New Delhi, Delhi 110001",https://www.google.com/maps/place/United+Coffee+House/data=!4m7!3m6!1s0x390cfd371dc27e85:0x485ece2292ffa9f3!8m2!3d28.632377!4d77.2213847!16s%2Fg%2F1v6qf_r_!19sChIJhX7CHTf9DDkR86n_kiLOXkg?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,United Coffee House,"we visited place on a Friday evening and it was busy but the service was fantastic.
Ordered vegetable tempura, which was battered not on the tempura flour and came …",Shyam M,4.2,"Inner Cir, E-15, Block E, Connaught Place, New Delhi, Delhi 110001",https://www.google.com/maps/place/United+Coffee+House/data=!4m7!3m6!1s0x390cfd371dc27e85:0x485ece2292ffa9f3!8m2!3d28.632377!4d77.2213847!16s%2Fg%2F1v6qf_r_!19sChIJhX7CHTf9DDkR86n_kiLOXkg?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,United Coffee House,"Lovely ambience, great food. You always will feel happy being there. I am going there since 35 years now and enjoy it everytime.",Pranav Sharma,4.2,"Inner Cir, E-15, Block E, Connaught Place, New Delhi, Delhi 110001",https://www.google.com/maps/place/United+Coffee+House/data=!4m7!3m6!1s0x390cfd371dc27e85:0x485ece2292ffa9f3!8m2!3d28.632377!4d77.2213847!16s%2Fg%2F1v6qf_r_!19sChIJhX7CHTf9DDkR86n_kiLOXkg?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,United Coffee House,"Terrible service, zero cleanliness, and tasteless food — the only thing good here is the decor. Even basic order-taking was a mess. …",Snehal Naik Gole,4.2,"Inner Cir, E-15, Block E, Connaught Place, New Delhi, Delhi 110001",https://www.google.com/maps/place/United+Coffee+House/data=!4m7!3m6!1s0x390cfd371dc27e85:0x485ece2292ffa9f3!8m2!3d28.632377!4d77.2213847!16s%2Fg%2F1v6qf_r_!19sChIJhX7CHTf9DDkR86n_kiLOXkg?authuser=0&hl=en&rclk=1
Google Maps,cafes in Delhi,United Coffee House,Went for a business meeting at 11 am. Empty place but started filling up slowly. The ambience was English and wonder if it will appeal to gen-Z. Definitely an expensive affair. The bill had a whooping V.S.C which I saw later and should have …,Surinder Singh,4.2,"Inner Cir, E-15, Block E, Connaught Place, New Delhi, Delhi 110001",https://www.google.com/maps/place/United+Coffee+House/data=!4m7!3m6!1s0x390cfd371dc27e85:0x485ece2292ffa9f3!8m2!3d28.632377!4d77.2213847!16s%2Fg%2F1v6qf_r_!19sChIJhX7CHTf9DDkR86n_kiLOXkg?authuser=0&hl=en&rclk=1
